Jogador,Time,#,Nação,Pos.,Idade,Min.,Gols,Assis.,PB,PT,TC,CaG,CrtsA,CrtV,Contatos,Div,Crts,Bloqueios,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Conduções,PrgC,Tent,Suc,Data
Caleb Ekuban,Genoa,18,GHA,FW,30-162,30,0,0,0,0,0,0,0,0,10,0,0,1,0.0,0.0,0.0,1,0,5,7,"71,4",2,5,0,1,1,2024-09-01
Andrea Pinamonti,Genoa,19,ITA,FW,25-105,90,0,0,0,0,1,0,0,0,25,0,0,0,0.0,0.0,0.0,0,0,12,19,"63,2",1,14,0,1,0,2024-09-01
Morten Frendrup,Genoa,32,DEN,CM,23-147,83,0,0,0,0,0,0,1,0,43,1,0,1,0.0,0.0,0.0,0,0,30,37,"81,1",2,17,0,2,0,2024-09-01
Jeff Ekhator,Genoa,21,ITA,CM,17-295,7,0,0,0,0,0,0,0,0,6,0,0,1,0.0,0.0,0.0,2,0,4,4,"100,0",0,5,0,0,0,2024-09-01
Milan Badelj,Genoa,47,CRO,CM,35-189,59,0,0,0,0,0,0,0,0,33,1,0,2,0.0,0.0,0.0,0,0,20,30,"66,7",2,19,0,0,0,2024-09-01
Ruslan Malinovskyi,Genoa,17,UKR,CM,31-120,31,0,0,0,0,2,0,0,0,27,2,0,0,0.0,0.0,0.0,0,0,18,22,"81,8",3,11,0,1,1,2024-09-01
Junior Messias,Genoa,10,BRA,CM,33-111,85,0,0,0,0,4,1,0,0,44,2,0,0,0.8,0.8,0.0,4,0,23,32,"71,9",2,27,4,2,1,2024-09-01
Federico Accornero,Genoa,55,ITA,CM,20-209,5,0,0,0,0,0,0,0,0,8,0,0,0,0.0,0.0,0.0,0,0,4,6,"66,7",0,5,0,0,0,2024-09-01
Aarón Martín,Genoa,3,ESP,WB,27-132,90,0,0,0,0,0,0,0,0,62,2,0,0,0.0,0.0,0.1,2,0,39,55,"70,9",5,26,2,1,0,2024-09-01
Stefano Sabelli,Genoa,20,ITA,WB,31-232,60,0,0,0,0,0,0,0,0,27,0,0,1,0.0,0.0,0.5,1,0,18,25,"72,0",3,11,1,0,0,2024-09-01
Morten Thorsby,Genoa,2,NOR,WB,28-119,30,0,0,0,0,0,0,0,0,8,0,0,1,0.0,0.0,0.0,1,0,3,4,"75,0",2,5,0,0,0,2024-09-01
Johan Vásquez,Genoa,22,MEX,CB,25-315,90,0,0,0,0,1,0,0,0,86,0,2,0,0.5,0.5,0.1,4,0,68,80,"85,0",5,46,3,0,0,2024-09-01
Koni De Winter,Genoa,4,BEL,CB,22-081,90,0,0,0,0,1,0,1,0,102,1,0,0,0.1,0.1,0.0,0,0,80,94,"85,1",6,49,0,0,0,2024-09-01
Alessandro Vogliacco,Genoa,14,ITA,CB,25-353,90,0,0,0,0,0,0,0,0,60,4,2,2,0.0,0.0,0.0,1,0,39,51,"76,5",10,34,3,0,0,2024-09-01
Pierluigi Gollini,Genoa,95,ITA,GK,29-167,90,0,0,0,0,0,0,0,0,37,0,0,0,0.0,0.0,0.0,1,0,30,34,"88,2",0,19,0,0,0,2024-09-01
Casper Tengstedt,Hellas Verona,11,DEN,FW,24-092,72,1,0,1,1,1,0,1,0,25,0,0,0,1.0,0.3,0.0,2,1,10,13,"76,9",0,7,0,0,0,2024-09-01
Daniel Mosquera,Hellas Verona,35,COL,FW,24-317,18,0,0,0,0,0,0,0,0,7,0,0,0,0.0,0.0,0.1,1,0,3,3,"100,0",0,4,0,1,1,2024-09-01
Abdou Harroui,Hellas Verona,18,NED,AM,26-232,60,0,0,0,0,2,1,1,0,26,1,0,0,0.1,0.1,0.0,2,1,14,19,"73,7",2,18,2,3,1,2024-09-01
Flavius Daniliuc,Hellas Verona,4,AUT,CB,23-127,30,0,0,0,0,0,0,0,0,13,1,1,1,0.0,0.0,0.0,0,0,6,9,"66,7",2,1,0,0,0,2024-09-01
Tomáš Suslov,Hellas Verona,31,SVK,AM,22-086,60,0,0,0,0,0,0,1,0,19,1,0,1,0.0,0.0,0.1,1,0,9,14,"64,3",3,10,1,0,0,2024-09-01
Grigoris Kastanos,Hellas Verona,20,CYP,AM,26-215,30,0,0,0,0,0,0,0,0,14,0,0,0,0.0,0.0,0.0,1,1,7,8,"87,5",1,9,0,0,0,2024-09-01
Reda Belahyane,Hellas Verona,6,FRA,CM,20-092,90,0,0,0,0,2,0,1,0,49,0,0,0,0.1,0.1,0.0,1,0,36,43,"83,7",3,30,1,4,3,2024-09-01
Ondrej Duda,Hellas Verona,33,SVK,CM,29-271,86,0,0,0,0,0,0,1,0,45,1,1,2,0.0,0.0,0.0,1,0,29,36,"80,6",2,14,1,0,0,2024-09-01
Giangiacomo Magnani,Hellas Verona,23,ITA,CM,28-333,4,0,0,0,0,0,0,0,0,6,0,0,0,0.0,0.0,0.0,0,0,5,5,"100,0",0,2,0,0,0,2024-09-01
Darko Lazović,Hellas Verona,8,SRB,"WB,AM",33-352,86,0,0,0,0,3,0,0,0,27,0,0,0,0.2,0.2,0.3,2,0,12,19,"63,2",2,9,1,1,0,2024-09-01
Domagoj Bradarić,Hellas Verona,12,CRO,AM,24-266,4,0,0,0,0,0,0,0,0,5,0,0,0,0.0,0.0,0.0,0,0,3,4,"75,0",0,3,1,0,0,2024-09-01
Jackson Tchatchoua,Hellas Verona,38,CMR,WB,22-353,90,1,0,0,0,1,1,0,0,34,5,1,2,0.1,0.1,0.2,2,0,16,24,"66,7",2,13,3,0,0,2024-09-01
Martin Frese,Hellas Verona,3,DEN,"CB,WB",26-241,90,0,0,0,0,0,0,0,0,63,3,1,0,0.0,0.0,0.1,4,0,35,53,"66,0",4,31,2,0,0,2024-09-01
Diego Coppola,Hellas Verona,42,ITA,CB,20-248,90,0,0,0,0,0,0,0,0,47,2,1,2,0.0,0.0,0.0,0,0,25,32,"78,1",2,18,0,0,0,2024-09-01
Paweł Dawidowicz,Hellas Verona,27,POL,CB,29-104,90,0,0,0,0,0,0,1,0,55,5,1,0,0.0,0.0,0.0,0,0,30,43,"69,8",1,21,0,1,1,2024-09-01
Lorenzo Montipò,Hellas Verona,1,ITA,GK,28-194,90,0,0,0,0,0,0,0,0,37,0,0,0,0.0,0.0,0.0,1,0,18,37,"48,6",0,12,0,0,0,2024-09-01
Lorenzo Lucca,Udinese,17,ITA,FW,23-357,69,0,0,0,0,1,0,0,0,23,1,0,2,0.1,0.1,0.0,2,0,10,15,"66,7",1,15,1,3,2,2024-09-01
Keinan Davis,Udinese,9,ENG,FW,26-201,21,0,0,0,0,2,0,0,0,10,0,1,0,0.2,0.2,0.0,0,0,5,6,"83,3",0,4,0,0,0,2024-09-01
Brenner,Udinese,22,BRA,AM,24-229,69,1,0,0,0,2,1,0,0,32,1,0,0,0.2,0.2,0.0,0,0,17,24,"70,8",1,21,1,2,1,2024-09-01
Jurgen Ekkelenkamp,Udinese,32,NED,AM,24-149,21,0,0,0,0,0,0,0,0,9,0,0,0,0.0,0.0,0.0,1,0,5,8,"62,5",2,6,0,1,0,2024-09-01
Florian Thauvin,Udinese,10,FRA,AM,31-219,69,0,0,0,0,1,0,0,0,38,0,1,1,0.0,0.0,0.0,3,1,21,29,"72,4",4,25,2,7,6,2024-09-01
Iker Bravo,Udinese,21,ESP,AM,19-232,21,0,0,0,0,1,0,1,0,8,1,0,0,0.4,0.4,0.1,1,0,3,3,"100,0",0,3,0,1,0,2024-09-01
Sandi Lovrić,Udinese,8,SVN,CM,26-157,78,0,0,0,0,0,0,0,0,45,2,1,2,0.0,0.0,0.0,3,0,30,34,"88,2",4,21,4,3,1,2024-09-01
Martín Payero,Udinese,5,ARG,CM,25-356,12,0,0,0,0,0,0,0,0,5,0,0,1,0.0,0.0,0.1,2,0,2,2,"100,0",1,2,0,1,1,2024-09-01
Jesper Karlström,Udinese,25,SWE,CM,29-072,90,0,0,0,0,0,0,0,0,48,4,1,2,0.0,0.0,0.1,3,0,37,40,"92,5",2,17,0,1,0,2024-09-01
Jordan Zemura,Udinese,33,ZIM,WB,24-292,90,0,0,0,0,0,0,1,0,59,2,2,4,0.0,0.0,0.0,0,0,38,45,"84,4",4,24,1,5,3,2024-09-01
Kingsley Ehizibue,Udinese,19,NED,WB,29-099,90,0,1,0,0,1,0,0,0,53,5,2,2,0.0,0.0,0.5,4,1,23,34,"67,6",1,28,3,2,0,2024-09-01
Lautaro Gianetti,Udinese,30,ARG,CB,30-293,90,0,0,0,0,0,0,0,0,58,1,0,3,0.0,0.0,0.0,1,0,46,51,"90,2",1,25,0,0,0,2024-09-01
Jaka Bijol,Udinese,29,SVN,CB,25-209,90,0,0,0,0,2,1,1,0,57,5,2,3,0.1,0.1,0.0,0,0,31,41,"75,6",0,27,0,0,0,2024-09-01
Christian Kabasele,Udinese,27,BEL,CB,33-190,82,0,0,0,0,0,0,0,0,60,0,1,2,0.0,0.0,0.0,0,0,47,50,"94,0",2,30,0,0,0,2024-09-01
Thomas Kristensen,Udinese,31,DEN,CB,22-228,8,0,0,0,0,0,0,0,0,3,0,0,0,0.0,0.0,0.0,0,0,1,2,"50,0",0,1,0,0,0,2024-09-01
Maduka Okoye,Udinese,40,NGA,GK,25-004,90,0,0,0,0,0,0,0,0,40,0,0,0,0.0,0.0,0.0,0,0,28,37,"75,7",0,23,0,0,0,2024-09-01
Patrick Cutrone,Como,10,ITA,FW,26-242,90,0,0,0,1,3,1,0,0,32,3,1,0,0.9,0.1,0.0,2,0,13,21,"61,9",1,18,2,1,1,2024-09-01
Andrea Belotti,Como,11,ITA,FW,30-256,62,0,0,0,0,2,0,0,0,16,0,0,1,0.1,0.1,0.0,3,0,9,10,"90,0",1,8,2,0,0,2024-09-01
Nicolás Paz,Como,79,ARG,FW,19-359,28,0,0,0,0,3,1,0,0,24,1,0,1,0.1,0.1,0.0,1,0,11,16,"68,8",2,15,2,2,2,2024-09-01
Lucas Da Cunha,Como,33,FRA,AM,23-084,62,0,0,0,0,3,1,0,0,46,3,0,1,0.1,0.1,0.1,4,0,31,36,"86,1",5,28,7,2,0,2024-09-01
Alieu Fadera,Como,16,GAM,AM,22-303,28,0,0,0,0,1,0,0,0,18,2,0,1,0.0,0.0,0.0,3,0,11,14,"78,6",0,13,4,2,2,2024-09-01
Gabriel Strefezza,Como,7,BRA,AM,27-136,82,0,0,0,0,2,0,0,0,38,2,0,0,0.0,0.0,0.0,5,0,24,31,"77,4",4,37,3,3,2,2024-09-01
Alessandro Gabrielloni,Como,9,ITA,AM,30-053,8,0,0,0,0,1,0,0,0,4,0,0,0,0.1,0.1,0.0,1,0,2,3,"66,7",0,2,0,0,0,2024-09-01
Máximo Perrone,Como,23,ARG,DM,21-238,90,0,0,0,0,1,0,0,0,79,5,3,0,0.1,0.1,0.0,3,0,59,66,"89,4",7,45,0,0,0,2024-09-01
Luca Mazzitelli,Como,36,ITA,DM,28-291,62,0,0,0,0,1,0,0,0,46,1,0,1,0.0,0.0,0.1,3,0,36,42,"85,7",5,26,0,0,0,2024-09-01
Sergi Roberto,Como,20,ESP,DM,32-207,28,0,0,0,0,0,0,0,0,35,2,0,0,0.0,0.0,0.2,3,0,28,31,"90,3",4,18,0,1,1,2024-09-01
Alberto Moreno,Como,18,ESP,LB,32-058,90,0,0,0,0,0,0,0,0,85,3,1,2,0.0,0.0,0.2,4,0,63,76,"82,9",7,49,1,2,2,2024-09-01
Marc-Oliver Kempf,Como,2,GER,CB,29-217,90,0,0,0,0,3,1,0,0,67,0,1,1,0.3,0.3,0.0,2,0,51,57,"89,5",4,41,0,0,0,2024-09-01
Alberto Dossena,Como,13,ITA,CB,25-324,90,0,0,0,0,0,0,0,0,60,1,3,0,0.0,0.0,0.0,0,0,46,54,"85,2",4,28,0,1,0,2024-09-01
Alessio Iovine,Como,6,ITA,RB,33-213,45,0,0,0,0,0,0,0,0,29,0,2,1,0.0,0.0,0.0,0,0,12,20,"60,0",0,14,3,0,0,2024-09-01
Ignace Van Der Brempt,Como,77,BEL,RB,22-153,45,0,0,0,0,0,0,0,0,45,3,0,1,0.0,0.0,0.1,2,0,32,38,"84,2",5,23,1,1,1,2024-09-01
Pepe Reina,Como,25,ESP,GK,42-001,90,0,0,0,0,0,0,0,0,25,0,0,0,0.0,0.0,0.0,0,0,19,25,"76,0",0,20,0,0,0,2024-09-01
Dušan Vlahović,Juventus,9,SRB,FW,24-217,82,0,0,0,0,3,1,0,0,17,0,0,0,0.2,0.2,0.0,1,0,4,7,"57,1",1,12,1,2,0,2024-09-01
Nicolás González,Juventus,11,ARG,FW,26-148,8,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,,0,0,0,0,0,2024-09-01
Samuel Mbangula,Juventus,51,BEL,LW,20-229,45,0,0,0,0,0,0,0,0,13,2,0,0,0.0,0.0,0.0,1,0,6,7,"85,7",0,4,0,2,0,2024-09-01
Francisco Conceição,Juventus,7,POR,RW,21-262,45,0,0,0,0,1,0,0,0,24,2,1,0,0.0,0.0,0.0,1,0,11,15,"73,3",0,19,4,3,3,2024-09-01
Andrea Cambiaso,Juventus,27,ITA,"LB,RW",24-194,90,0,0,0,0,0,0,0,0,58,1,0,1,0.0,0.0,0.0,2,0,42,50,"84,0",4,31,1,1,0,2024-09-01
Kenan Yıldız,Juventus,10,TUR,"LW,AM",19-120,90,0,0,0,0,2,0,0,0,38,0,0,3,0.1,0.1,0.2,3,0,22,26,"84,6",4,23,6,1,0,2024-09-01
Nicolò Fagioli,Juventus,21,ITA,DM,23-202,66,0,0,0,0,0,0,1,0,41,0,1,0,0.0,0.0,0.0,0,0,32,39,"82,1",4,26,0,0,0,2024-09-01
Douglas Luiz,Juventus,26,BRA,DM,26-115,24,0,0,0,0,0,0,0,0,30,0,1,0,0.0,0.0,0.0,1,0,26,28,"92,9",3,19,1,3,3,2024-09-01
Manuel Locatelli,Juventus,5,ITA,DM,26-237,66,0,0,0,0,0,0,0,0,67,0,0,0,0.0,0.0,0.0,1,0,60,65,"92,3",6,35,1,0,0,2024-09-01
Weston McKennie,Juventus,16,USA,DM,26-004,24,0,0,0,0,0,0,0,0,22,1,0,0,0.0,0.0,0.0,0,0,13,19,"68,4",0,8,1,1,0,2024-09-01
Juan David Cabal,Juventus,32,COL,LB,23-237,45,0,0,0,0,1,0,0,0,19,1,0,1,0.1,0.1,0.0,0,0,11,12,"91,7",1,8,1,0,0,2024-09-01
Teun Koopmeiners,Juventus,8,NED,AM,26-186,45,0,0,0,0,0,0,0,0,34,1,0,0,0.0,0.0,0.1,2,0,22,29,"75,9",3,10,0,0,0,2024-09-01
Gleison Bremer,Juventus,3,BRA,CB,27-167,90,0,0,0,0,1,0,1,0,81,1,1,3,0.1,0.1,0.0,0,0,65,69,"94,2",3,39,0,0,0,2024-09-01
Federico Gatti,Juventus,4,ITA,CB,26-069,90,0,0,0,0,0,0,0,0,76,2,1,2,0.0,0.0,0.0,0,0,62,64,"96,9",2,46,1,1,1,2024-09-01
Nicolò Savona,Juventus,37,ITA,RB,21-166,90,0,0,0,0,0,0,0,0,62,1,1,1,0.0,0.0,0.0,1,0,52,59,"88,1",2,34,2,0,0,2024-09-01
Michele Di Gregorio,Juventus,29,ITA,GK,27-036,90,0,0,0,0,0,0,0,0,22,0,0,0,0.0,0.0,0.0,0,0,16,22,"72,7",0,13,0,0,0,2024-09-01
Artem Dovbyk,Roma,11,UKR,FW,27-072,81,0,0,0,0,1,0,0,0,11,0,0,0,0.1,0.1,0.0,0,0,6,8,"75,0",0,8,0,0,0,2024-09-01
Eldor Shomurodov,Roma,14,UZB,"FW,AM",29-064,9,0,0,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0.0,0,0,2,2,"100,0",0,1,0,0,0,2024-09-01
Alexis Saelemaekers,Roma,56,BEL,LW,25-066,61,0,0,0,0,1,1,1,0,23,0,0,1,0.0,0.0,0.0,1,0,14,17,"82,4",1,15,0,3,0,2024-09-01
Nicola Zalewski,Roma,59,POL,LW,22-222,29,0,0,0,0,0,0,0,0,22,3,0,1,0.0,0.0,0.0,2,0,13,17,"76,5",1,10,3,1,0,2024-09-01
Matìas Soulé,Roma,18,ARG,RW,21-139,60,0,0,0,0,1,0,0,0,39,0,1,1,0.0,0.0,0.0,0,0,24,28,"85,7",1,29,4,1,1,2024-09-01
Paulo Dybala,Roma,21,ARG,RW,30-291,30,0,0,0,0,1,0,0,0,13,2,0,0,0.1,0.1,0.0,0,0,5,9,"55,6",0,8,0,0,0,2024-09-01
Lorenzo Pellegrini,Roma,7,ITA,AM,28-074,81,0,0,0,0,1,0,0,0,40,3,0,0,0.0,0.0,0.0,3,0,25,31,"80,6",2,18,2,2,1,2024-09-01
Tommaso Baldanzi,Roma,35,ITA,"AM,FW",21-162,9,0,0,0,0,0,0,0,0,7,0,0,0,0.0,0.0,0.0,0,0,5,6,"83,3",1,4,1,2,1,2024-09-01
Niccolò Pisilli,Roma,61,ITA,DM,19-344,71,0,0,0,0,0,0,0,0,35,0,1,0,0.0,0.0,0.1,2,0,27,29,"93,1",2,21,0,0,0,2024-09-01
Manu Koné,Roma,17,FRA,DM,23-107,19,0,0,0,0,0,0,0,0,10,0,0,0,0.0,0.0,0.0,0,0,6,8,"75,0",2,6,0,1,0,2024-09-01
Bryan Cristante,Roma,4,ITA,DM,29-182,90,0,0,0,0,0,0,0,0,62,0,2,0,0.0,0.0,0.0,1,0,46,54,"85,2",1,37,1,0,0,2024-09-01
Angeliño,Roma,3,ESP,LB,27-241,90,0,0,0,0,1,0,0,0,69,0,0,1,0.0,0.0,0.0,4,0,52,62,"83,9",5,44,2,0,0,2024-09-01
Obite N'Dicka,Roma,5,CIV,CB,25-012,90,0,0,0,0,1,0,0,0,77,1,1,2,0.0,0.0,0.0,0,0,64,65,"98,5",3,58,0,0,0,2024-09-01
Gianluca Mancini,Roma,23,ITA,CB,28-137,90,0,0,0,0,0,0,1,0,94,1,0,0,0.0,0.0,0.0,0,0,79,89,"88,8",13,66,5,1,0,2024-09-01
Zeki Çelik,Roma,19,TUR,RB,27-197,90,0,0,0,0,0,0,0,0,65,4,0,1,0.0,0.0,0.0,0,0,45,57,"78,9",4,35,0,1,0,2024-09-01
Mile Svilar,Roma,99,SRB,GK,25-005,90,0,0,0,0,0,0,0,0,43,0,0,0,0.0,0.0,0.0,0,0,35,42,"83,3",0,21,0,0,0,2024-09-01
Patrick Cutrone,Como,10,ITA,FW,26-255,77,1,0,0,0,3,1,0,0,22,0,0,1,0.3,0.3,0.0,2,0,10,15,"66,7",1,13,4,1,0,2024-09-14
Andrea Belotti,Como,11,ITA,FW,30-269,13,0,0,0,0,2,0,0,0,11,0,0,0,0.4,0.4,0.0,1,0,5,8,"62,5",2,4,0,0,0,2024-09-14
Alieu Fadera,Como,16,GAM,LW,22-316,77,0,0,0,0,1,0,0,0,32,4,0,2,0.0,0.0,0.0,2,0,15,22,"68,2",1,22,5,2,1,2024-09-14
Lucas Da Cunha,Como,33,FRA,LW,23-097,13,0,0,0,0,0,0,0,0,13,2,0,1,0.0,0.0,0.1,2,0,8,10,"80,0",0,5,2,0,0,2024-09-14
Gabriel Strefezza,Como,7,BRA,RW,27-149,87,0,1,0,0,1,0,0,0,33,1,1,1,0.1,0.1,0.3,5,1,17,24,"70,8",7,22,3,4,2,2024-09-14
Matthias Braunöder,Como,27,AUT,RW,22-171,3,0,0,0,0,0,0,0,0,5,2,0,0,0.0,0.0,0.0,0,0,1,2,"50,0",0,2,0,2,1,2024-09-14
Nicolás Paz,Como,79,ARG,AM,20-006,90,0,0,0,0,3,0,0,0,45,2,1,4,0.1,0.1,0.4,8,1,24,28,"85,7",5,26,5,6,3,2024-09-14
Sergi Roberto,Como,20,ESP,DM,32-220,87,0,0,0,0,0,0,0,0,40,1,1,0,0.0,0.0,0.1,1,0,29,32,"90,6",2,14,0,1,0,2024-09-14
Luca Mazzitelli,Como,36,ITA,DM,28-304,3,0,0,0,0,0,0,0,0,10,1,1,1,0.0,0.0,0.0,1,0,3,5,"60,0",0,4,0,2,1,2024-09-14
Máximo Perrone,Como,23,ARG,DM,21-251,90,0,0,0,0,0,0,0,0,49,4,1,2,0.0,0.0,0.0,1,0,35,41,"85,4",1,15,0,0,0,2024-09-14
Alberto Moreno,Como,18,ESP,LB,32-071,90,0,0,0,0,1,1,1,0,47,1,0,1,0.1,0.1,0.0,1,0,32,40,"80,0",3,14,0,0,0,2024-09-14
Marc-Oliver Kempf,Como,2,GER,CB,29-230,90,0,0,0,0,0,0,0,0,66,1,1,1,0.0,0.0,0.1,1,0,47,57,"82,5",1,24,0,0,0,2024-09-14
Alberto Dossena,Como,13,ITA,CB,25-337,66,0,0,0,0,3,2,0,0,41,1,0,0,0.1,0.1,0.0,1,0,28,34,"82,4",1,25,0,1,1,2024-09-14
Edoardo Goldaniga,Como,5,ITA,CB,30-317,24,0,0,0,0,0,0,0,0,17,2,2,1,0.0,0.0,0.0,0,0,12,14,"85,7",1,7,0,0,0,2024-09-14
Alessio Iovine,Como,6,ITA,RB,33-226,90,0,0,0,0,0,0,1,0,45,1,0,1,0.0,0.0,0.0,1,0,30,38,"78,9",1,14,0,0,0,2024-09-14
Emil Audero,Como,1,ITA,GK,27-240,90,0,0,0,0,0,0,0,0,40,0,0,0,0.0,0.0,0.0,0,0,30,40,"75,0",0,31,0,0,0,2024-09-14
Thijs Dallinga,Bologna,24,NED,FW,24-042,62,0,0,0,0,1,0,0,0,19,1,0,0,0.1,0.1,0.0,0,0,10,13,"76,9",0,11,0,0,0,2024-09-14
Santiago Castro,Bologna,9,ARG,FW,19-351,28,1,1,0,0,1,1,0,0,9,0,0,0,0.3,0.3,0.0,4,2,6,6,"100,0",1,7,0,2,1,2024-09-14
Jens Odgaard,Bologna,21,DEN,LM,25-167,79,0,0,0,0,4,1,0,0,41,0,0,0,0.2,0.2,0.0,3,1,22,28,"78,6",0,23,2,4,2,2024-09-14
Dan Ndoye,Bologna,11,SUI,LM,23-325,11,0,0,0,0,0,0,0,0,15,0,0,1,0.0,0.0,0.0,0,0,6,10,"60,0",1,6,1,4,2,2024-09-14
Tommaso Pobega,Bologna,18,ITA,CM,25-061,90,0,0,0,0,2,0,1,0,45,5,0,3,0.1,0.1,0.0,2,0,30,33,"90,9",4,13,1,0,0,2024-09-14
Michel Aebischer,Bologna,20,SUI,CM,27-252,45,0,0,0,0,0,0,0,0,21,1,0,1,0.0,0.0,0.1,1,0,12,15,"80,0",2,12,1,0,0,2024-09-14
Giovanni Fabbian,Bologna,80,ITA,CM,21-244,45,0,0,0,0,2,1,0,0,9,0,0,0,0.2,0.2,0.0,0,0,4,5,"80,0",0,5,0,0,0,2024-09-14
Riccardo Orsolini,Bologna,7,ITA,RM,27-234,62,0,0,0,0,2,0,0,0,26,0,1,0,0.2,0.2,0.0,1,0,10,18,"55,6",3,14,0,3,2,2024-09-14
Samuel Iling-Junior,Bologna,14,ENG,RM,20-346,28,1,0,0,0,1,1,0,0,30,0,1,0,0.0,0.0,0.1,1,0,16,23,"69,6",2,17,0,5,2,2024-09-14
Remo Freuler,Bologna,8,SUI,DM,32-152,90,0,0,0,0,0,0,0,0,66,3,1,1,0.0,0.0,0.1,3,0,55,58,"94,8",6,28,3,1,1,2024-09-14
Juan Miranda,Bologna,33,ESP,LB,24-239,90,0,0,0,0,1,0,0,0,64,4,0,0,0.0,0.0,0.1,3,0,48,59,"81,4",7,28,1,0,0,2024-09-14
Nicolò Casale,Bologna,15,ITA,CB,26-213,79,0,0,0,0,0,0,0,0,71,0,1,2,0.0,0.0,0.0,0,0,56,65,"86,2",1,41,0,0,0,2024-09-14
Jhon Lucumí,Bologna,26,COL,CB,26-080,11,0,0,0,0,0,0,0,0,26,0,0,0,0.0,0.0,0.0,0,0,23,25,"92,0",4,20,0,0,0,2024-09-14
Sam Beukema,Bologna,31,NED,CB,25-302,90,0,0,0,0,0,0,0,0,78,2,1,1,0.0,0.0,0.0,0,0,62,71,"87,3",12,49,1,0,0,2024-09-14
Stefan Posch,Bologna,3,AUT,RB,27-123,90,0,0,0,0,0,0,0,0,64,5,0,1,0.0,0.0,0.2,3,0,35,54,"64,8",4,29,0,2,0,2024-09-14
Łukasz Skorupski,Bologna,1,POL,GK,33-132,90,0,0,0,0,0,0,0,0,39,0,0,0,0.0,0.0,0.0,0,0,34,38,"89,5",0,26,0,0,0,2024-09-14
Lorenzo Colombo,Empoli,29,ITA,FW,22-190,62,0,0,0,0,1,0,0,0,25,1,0,0,0.0,0.0,0.0,2,0,9,14,"64,3",0,15,2,6,2,2024-09-14
Pietro Pellegri,Empoli,9,ITA,FW,23-181,28,0,0,0,0,0,0,1,0,9,1,0,0,0.0,0.0,0.3,2,0,6,7,"85,7",3,7,1,0,0,2024-09-14
Youssef Maleh,Empoli,93,MAR,AM,26-023,90,0,0,0,0,2,1,0,0,39,3,1,1,0.1,0.1,0.1,0,0,17,26,"65,4",2,10,0,2,0,2024-09-14
Sebastiano Esposito,Empoli,99,ITA,AM,22-074,76,0,0,0,0,2,1,0,0,28,1,0,1,0.0,0.0,0.0,1,0,17,19,"89,5",3,10,1,0,0,2024-09-14
Emmanuel Ekong,Empoli,19,SWE,AM,22-081,14,0,0,0,0,0,0,0,0,6,0,1,0,0.0,0.0,0.0,1,0,4,5,"80,0",2,4,3,0,0,2024-09-14
Alberto Grassi,Empoli,5,ITA,CM,29-191,76,0,0,0,0,1,1,0,0,37,2,1,2,0.2,0.2,0.0,1,0,23,29,"79,3",1,14,0,0,0,2024-09-14
Faustino Anjorin,Empoli,8,ENG,CM,22-296,14,0,0,0,0,0,0,0,0,10,0,0,0,0.0,0.0,0.0,0,0,5,8,"62,5",0,2,1,0,0,2024-09-14
Liam Henderson,Empoli,6,SCO,CM,28-142,89,0,0,0,0,0,0,0,0,39,2,1,0,0.0,0.0,0.0,3,0,28,33,"84,8",4,13,0,0,0,2024-09-14
Nicolas Haas,Empoli,32,SUI,CM,28-235,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,1,0,1,1,"100,0",0,1,0,0,0,2024-09-14
Giuseppe Pezzella,Empoli,3,ITA,WB,26-290,90,0,0,0,0,0,0,0,0,42,3,0,0,0.0,0.0,0.0,0,0,17,32,"53,1",0,17,1,3,0,2024-09-14
Emmanuel Gyasi,Empoli,11,GHA,WB,30-247,90,0,0,0,0,1,0,0,0,50,3,0,1,0.1,0.1,0.0,3,0,31,39,"79,5",0,22,0,2,1,2024-09-14
Mattia Viti,Empoli,21,ITA,CB,22-234,90,0,0,0,0,1,0,0,0,57,4,0,1,0.1,0.1,0.0,1,0,37,42,"88,1",3,19,0,0,0,2024-09-14
Ardian Ismajli,Empoli,34,ALB,CB,27-350,90,0,0,0,0,0,0,0,0,54,1,1,4,0.0,0.0,0.0,0,0,35,39,"89,7",1,21,0,0,0,2024-09-14
Saba Goglichidze,Empoli,2,GEO,CB,20-081,90,0,0,0,0,0,0,0,0,51,3,0,1,0.0,0.0,0.0,0,0,40,47,"85,1",1,30,1,0,0,2024-09-14
Devis Vásquez,Empoli,23,COL,GK,26-125,90,0,0,0,0,0,0,0,0,33,0,0,0,0.0,0.0,0.0,0,0,15,29,"51,7",0,21,0,0,0,2024-09-14
Dušan Vlahović,Juventus,9,SRB,FW,24-230,90,0,0,0,0,4,1,0,0,28,0,0,0,0.4,0.4,0.0,1,0,12,20,"60,0",1,14,0,2,0,2024-09-14
Kenan Yıldız,Juventus,10,TUR,LW,19-133,65,0,0,0,0,1,0,0,0,29,1,0,0,0.0,0.0,0.1,2,0,17,23,"73,9",2,14,4,4,2,2024-09-14
Samuel Mbangula,Juventus,51,BEL,LW,20-242,25,0,0,0,0,0,0,0,0,17,0,0,2,0.0,0.0,0.0,0,0,8,10,"80,0",0,8,0,2,0,2024-09-14
